Index,都道府県,森林計画区,森林管理署,森林事務所（担当区）
940,静岡県,伊豆,伊豆,河津
941,静岡県,伊豆,伊豆,熱海
942,静岡県,伊豆,伊豆,狩野
943,静岡県,伊豆,伊豆,猫越
944,静岡県,伊豆,伊豆,筏場
945,静岡県,天竜,天竜,-
946,静岡県,天竜,天竜,三ヶ日
947,静岡県,天竜,天竜,京丸
948,静岡県,天竜,天竜,掛川
949,静岡県,天竜,天竜,気賀
950,静岡県,天竜,天竜,水窪
951,静岡県,天竜,天竜,瀬尻
952,静岡県,天竜,天竜,熊切
953,静岡県,天竜,天竜,門桁
954,愛知県,尾張西三河,愛知事,-
955,愛知県,尾張西三河,愛知事,尾張
956,愛知県,尾張西三河,愛知事,豊橋
957,愛知県,尾張西三河,愛知事,豊田
958,愛知県,東三河,愛知事,田口
959,愛知県,東三河,愛知事,豊橋
960,愛知県,東三河,愛知事,豊邦
961,三重県,伊賀,三重,-
962,三重県,伊賀,三重,阿山
963,三重県,北伊勢,三重,北勢
964,三重県,北伊勢,三重,松阪
965,三重県,北伊勢,三重,阿山
966,三重県,南伊勢,三重,北大杉
967,三重県,南伊勢,三重,南大杉
968,三重県,南伊勢,三重,松阪
969,三重県,尾鷲熊野,三重,-
970,三重県,尾鷲熊野,三重,南大杉
971,三重県,尾鷲熊野,三重,尾鷲
972,三重県,尾鷲熊野,三重,長島
973,三重県,尾鷲熊野,三重,飛鳥
974,滋賀県,湖北,三重,北勢
975,滋賀県,湖北,三重,松阪
976,滋賀県,湖北,三重,阿山
977,滋賀県,湖南,滋賀,八幡
978,滋賀県,湖南,滋賀,大津
979,滋賀県,湖南,滋賀,大滝
980,滋賀県,湖南,滋賀,桐生
981,滋賀県,湖南,滋賀,高島
982,京都府,由良川,京都大阪事,宮津
983,京都府,由良川,京都大阪事,峰山
984,京都府,由良川,京都大阪事,綾部
985,京都府,淀川上流,京都大阪事,上賀茂
986,京都府,淀川上流,京都大阪事,木津
987,京都府,淀川上流,京都大阪事,東山
988,大阪府,大阪,京都大阪事,箕面
989,兵庫県,加古川,兵庫,-
990,兵庫県,加古川,兵庫,加古川
991,兵庫県,加古川,兵庫,洲本
992,兵庫県,加古川,兵庫,神戸
993,兵庫県,加古川,兵庫,篠山
994,兵庫県,揖保川,兵庫,一宮
995,兵庫県,揖保川,兵庫,千種
996,兵庫県,揖保川,兵庫,姫路
997,兵庫県,揖保川,兵庫,山崎
998,兵庫県,揖保川,兵庫,波賀
999,兵庫県,揖保川,兵庫,竜野
1000,兵庫県,円山川,兵庫,和田山
1001,兵庫県,円山川,兵庫,浜坂
1002,奈良県,大和・木津川,奈良事,-
1003,奈良県,大和・木津川,奈良事,吉野
1004,奈良県,大和・木津川,奈良事,郡山
1005,奈良県,北山・十津川,奈良事,-
1006,奈良県,北山・十津川,奈良事,下北山
1007,奈良県,北山・十津川,奈良事,十津川
1008,奈良県,北山・十津川,奈良事,吉野
1009,奈良県,北山・十津川,奈良事,野迫川
1010,奈良県,吉野,奈良事,十津川
1011,奈良県,吉野,奈良事,吉野
1012,和歌山県,紀南,和歌山,新宮
1013,和歌山県,紀南,和歌山,本宮
1014,和歌山県,紀南,和歌山,西牟婁
1015,和歌山県,紀南,和歌山,龍神
1016,和歌山県,紀北,和歌山,岩出
1017,和歌山県,紀北,和歌山,高野
1018,和歌山県,紀中,和歌山,真妻
1019,和歌山県,紀中,和歌山,高野
1020,鳥取県,日野川,鳥取,根雨
1021,鳥取県,日野川,鳥取,淀江
1022,鳥取県,天神川,鳥取,三朝
1023,鳥取県,天神川,鳥取,倉吉
1024,鳥取県,天神川,鳥取,関金
1025,鳥取県,千代川,鳥取,-
1026,鳥取県,千代川,鳥取,丹比
1027,鳥取県,千代川,鳥取,佐治
1028,鳥取県,千代川,鳥取,智頭
1029,鳥取県,千代川,鳥取,若桜
1030,鳥取県,千代川,鳥取,鳥取
1031,島根県,江の川下流,島根,大和
1032,島根県,江の川下流,島根,大田
1033,島根県,江の川下流,島根,川本
1034,島根県,江の川下流,島根,浜田
1035,島根県,江の川下流,島根,邑智
1036,島根県,斐伊川,島根,-
1037,島根県,斐伊川,島根,大田
1038,島根県,斐伊川,島根,木次
1039,島根県,斐伊川,島根,松江
1040,島根県,斐伊川,島根,横田
1041,島根県,高津川,島根,六日市
1042,島根県,高津川,島根,日原
1043,島根県,高津川,島根,柿木
1044,島根県,高津川,島根,益田
1045,岡山県,高梁川下流,岡山,-
1046,岡山県,高梁川下流,岡山,刑部
1047,岡山県,高梁川下流,岡山,岡山
1048,岡山県,高梁川下流,岡山,新見
1049,岡山県,高梁川下流,岡山,新郷
1050,岡山県,高梁川下流,岡山,津賀
1051,岡山県,高梁川下流,岡山,神代
1052,岡山県,高梁川下流,岡山,高梁
1053,岡山県,旭川,岡山,備前
1054,岡山県,旭川,岡山,勝山
1055,岡山県,旭川,岡山,岡山
1056,岡山県,旭川,岡山,川上
1057,岡山県,旭川,岡山,津山
1058,岡山県,旭川,岡山,津賀
1059,岡山県,旭川,岡山,金川
1060,岡山県,旭川,岡山,高梁
1061,岡山県,吉井川,岡山,上斎原
1062,岡山県,吉井川,岡山,備前
1063,岡山県,吉井川,岡山,加茂
1064,岡山県,吉井川,岡山,岡山
1065,岡山県,吉井川,岡山,日本原
1066,岡山県,吉井川,岡山,津山
1067,広島県,高梁川上流,広島北部,-
1068,広島県,高梁川上流,広島北部,三和
1069,広島県,高梁川上流,広島北部,油木
1070,広島県,江の川上流,広島北部,三次
1071,広島県,江の川上流,広島北部,向原
1072,広島県,江の川上流,広島北部,新市
1073,広島県,江の川上流,広島北部,生桑
1074,広島県,江の川上流,広島北部,西城
1075,広島県,太田川,広島,佐伯
1076,広島県,太田川,広島,加計
1077,広島県,太田川,広島,広島
1078,広島県,太田川,広島,湯来
1079,広島県,太田川,広島,熊野
1080,広島県,太田川,広島,西条
1081,広島県,太田川,広島,黒瀬
1082,広島県,瀬戸内,広島,三原
1083,広島県,瀬戸内,広島,上下
1084,広島県,瀬戸内,広島,府中
1085,広島県,瀬戸内,広島,河内
1086,広島県,瀬戸内,広島,熊野
1087,広島県,瀬戸内,広島,福山
1088,広島県,瀬戸内,広島,西条
1089,広島県,瀬戸内,広島,黒瀬
1090,山口県,山口,山口事,徳地
1091,山口県,山口,山口事,西山口
1092,山口県,山口,山口事,阿東
1093,山口県,岩徳,山口事,-
1094,山口県,岩徳,山口事,岩国
1095,山口県,岩徳,山口事,徳地
1096,山口県,豊田,山口事,西山口
1097,山口県,萩,山口事,阿東
1098,徳島県,吉野川,徳島,-
1099,徳島県,吉野川,徳島,小川
1100,徳島県,吉野川,徳島,徳島
1101,徳島県,吉野川,徳島,池田
1102,徳島県,吉野川,徳島,落合
1103,徳島県,那賀・海部川,徳島,-
1104,徳島県,那賀・海部川,徳島,木頭
1105,徳島県,那賀・海部川,徳島,海部
1106,香川県,香川,香川事,-
1107,香川県,香川,香川事,七箇
1108,香川県,香川,香川事,福栄
1109,香川県,香川,香川事,美合
1110,香川県,香川,香川事,高松
1111,愛媛県,今治松山,愛媛,-
1112,愛媛県,今治松山,愛媛,川内
1113,愛媛県,今治松山,愛媛,石鎚
1114,愛媛県,東予,愛媛,土居
1115,愛媛県,東予,愛媛,石鎚
1116,愛媛県,東予,愛媛,西条
1117,愛媛県,肱川,愛媛,-
1118,愛媛県,肱川,愛媛,小田第一
1119,愛媛県,肱川,愛媛,小田第二
1120,愛媛県,中予山岳,愛媛,上浮穴
1121,愛媛県,中予山岳,愛媛,小田第二
1122,愛媛県,中予山岳,愛媛,面河
1123,愛媛県,南予,愛媛,南宇和
1124,愛媛県,南予,愛媛,宇和島
1125,愛媛県,南予,愛媛,津島
1126,愛媛県,南予,愛媛,目黒
1127,高知県,嶺北仁淀,嶺北,-
1128,高知県,嶺北仁淀,嶺北,吾北
1129,高知県,嶺北仁淀,嶺北,土居
1130,高知県,嶺北仁淀,嶺北,大川
1131,高知県,嶺北仁淀,嶺北,大豊
1132,高知県,嶺北仁淀,嶺北,宮ケ平
1133,高知県,嶺北仁淀,嶺北,寺家
1134,高知県,嶺北仁淀,嶺北,寺川
1135,高知県,嶺北仁淀,嶺北,池川
1136,高知県,嶺北仁淀,嶺北,瀬戸
1137,高知県,嶺北仁淀,嶺北,長沢
1138,高知県,四万十川,四万十,-
1139,高知県,四万十川,四万十,三原
1140,高知県,四万十川,四万十,三崎
1141,高知県,四万十川,四万十,下津井
1142,高知県,四万十川,四万十,中村
1143,高知県,四万十川,四万十,中津川
1144,高知県,四万十川,四万十,十和
1145,高知県,四万十川,四万十,大正
1146,高知県,四万十川,四万十,奈路
1147,高知県,四万十川,四万十,川登
1148,高知県,四万十川,四万十,東津野
1149,高知県,四万十川,四万十,梼原
1150,高知県,四万十川,四万十,楠山
1151,高知県,四万十川,四万十,浮鞭
1152,高知県,四万十川,四万十,清水
1153,高知県,四万十川,四万十,窪川
1154,高知県,四万十川,四万十,藤の川
1155,高知県,四万十川,四万十,貝の川
1156,高知県,四万十川,四万十,須崎
1157,高知県,四万十川,四万十,黒尊
1158,高知県,高知,嶺北,-
1159,高知県,高知,嶺北,吾北
1160,高知県,高知,嶺北,土居
1161,高知県,高知,嶺北,大豊
1162,高知県,高知,高知中部,別府
1163,高知県,高知,高知中部,岡の内
1164,高知県,高知,高知中部,猪野々
1165,高知県,安芸,安芸,-
1166,高知県,安芸,安芸,入河内
1167,高知県,安芸,安芸,北川
1168,高知県,安芸,安芸,大井
1169,高知県,安芸,安芸,安倉
1170,高知県,安芸,安芸,安芸
1171,高知県,安芸,安芸,東川
1172,高知県,安芸,安芸,西川
1173,高知県,安芸,安芸,野友
1174,高知県,安芸,安芸,野根
1175,高知県,安芸,安芸,馬路
1176,高知県,安芸,安芸,魚梁瀬
1177,福岡県,遠賀川,福岡,-
1178,福岡県,遠賀川,福岡,中谷
1179,福岡県,遠賀川,福岡,合河
1180,福岡県,遠賀川,福岡,岡垣
1181,福岡県,遠賀川,福岡,彦山
1182,福岡県,遠賀川,福岡,直方
1183,福岡県,遠賀川,福岡,筑穂
1184,福岡県,遠賀川,福岡,若宮
1185,福岡県,福岡,福岡,-
1186,福岡県,福岡,福岡,前原
1187,福岡県,福岡,福岡,太宰府
1188,福岡県,福岡,福岡,新宮
1189,福岡県,福岡,福岡,早良
1190,福岡県,筑後・矢部川,福岡,太宰府
1191,福岡県,筑後・矢部川,福岡,小石原
1192,福岡県,筑後・矢部川,福岡,矢部
1193,福岡県,筑後・矢部川,福岡,秋月
1194,佐賀県,佐賀東部,佐賀,-
1195,佐賀県,佐賀東部,佐賀,三瀬
1196,佐賀県,佐賀東部,佐賀,春日
1197,佐賀県,佐賀東部,佐賀,東脊振
1198,佐賀県,佐賀東部,佐賀,鳥栖
1199,佐賀県,佐賀東部,佐賀,鹿島
1200,佐賀県,佐賀西部,佐賀,伊万里
1201,佐賀県,佐賀西部,佐賀,唐津
1202,長崎県,長崎北部,長崎,世知原
1203,長崎県,長崎北部,長崎,大村
1204,長崎県,長崎南部,長崎,-
1205,長崎県,長崎南部,長崎,大村
1206,長崎県,長崎南部,長崎,島原
1207,長崎県,長崎南部,長崎,瀬戸
1208,長崎県,長崎南部,長崎,西郷
1209,長崎県,長崎南部,長崎,長浦
1210,長崎県,長崎南部,長崎,雲仙千々石
1211,長崎県,五島壱岐,長崎,川原
1212,長崎県,五島壱岐,長崎,福江
1213,長崎県,対馬,長崎,-
1214,長崎県,対馬,長崎,三根
1215,長崎県,対馬,長崎,厳原
1216,長崎県,対馬,長崎,豆酘
1217,熊本県,白川・菊池川,熊本,-
1218,熊本県,白川・菊池川,熊本,内田
1219,熊本県,白川・菊池川,熊本,南阿蘇
1220,熊本県,白川・菊池川,熊本,吉無田
1221,熊本県,白川・菊池川,熊本,深葉
1222,熊本県,白川・菊池川,熊本,熊本
1223,熊本県,白川・菊池川,熊本,砥用
1224,熊本県,白川・菊池川,熊本,菊池
1225,熊本県,白川・菊池川,熊本,迫間
1226,熊本県,緑川,熊本,吉無田
1227,熊本県,緑川,熊本,大矢
1228,熊本県,緑川,熊本,天草
1229,熊本県,緑川,熊本,清和
1230,熊本県,緑川,熊本,矢部内大臣
1231,熊本県,緑川,熊本,砥用
1232,熊本県,球磨川,熊本南部,一勝地
1233,熊本県,球磨川,熊本南部,五家荘
1234,熊本県,球磨川,熊本南部,五木
1235,熊本県,球磨川,熊本南部,八代
1236,熊本県,球磨川,熊本南部,四浦
1237,熊本県,球磨川,熊本南部,坂本
1238,熊本県,球磨川,熊本南部,多良木
1239,熊本県,球磨川,熊本南部,大塚
1240,熊本県,球磨川,熊本南部,大畑
1241,熊本県,球磨川,熊本南部,山江
1242,熊本県,球磨川,熊本南部,柿迫
1243,熊本県,球磨川,熊本南部,水上
1244,熊本県,球磨川,熊本南部,水俣
1245,熊本県,球磨川,熊本南部,河俣
1246,熊本県,球磨川,熊本南部,芦北
1247,熊本県,球磨川,熊本南部,錦
1248,熊本県,天草,熊本,天草
1249,大分県,大分北部,大分西部,別府
1250,大分県,大分北部,大分西部,安心院
1251,大分県,大分北部,大分西部,山国
1252,大分県,大分北部,大分西部,院内
1253,大分県,大分中部,大分,久住
1254,大分県,大分中部,大分,湯布院
1255,大分県,大分中部,大分,白山
1256,大分県,大分中部,大分,竹田
1257,大分県,大分中部,大分,臼杵
1258,大分県,大分中部,大分,野津
1259,大分県,大分南部,大分,-
1260,大分県,大分南部,大分,大原
1261,大分県,大分南部,大分,小野市
1262,大分県,大分南部,大分,山口
1263,大分県,大分南部,大分,直川
1264,大分県,大分南部,大分,藤川内
1265,大分県,大分南部,大分,青山
1266,大分県,大分西部,大分西部,三芳
1267,大分県,大分西部,大分西部,中村
1268,大分県,大分西部,大分西部,中津江
1269,大分県,大分西部,大分西部,安心院
1270,大分県,大分西部,大分西部,小国
1271,大分県,大分西部,大分西部,玖珠
1272,宮崎県,五ヶ瀬川,宮崎北部,八戸
1273,宮崎県,五ヶ瀬川,宮崎北部,北方
1274,宮崎県,五ヶ瀬川,宮崎北部,延岡
1275,宮崎県,五ヶ瀬川,宮崎北部,第１日之影
1276,宮崎県,五ヶ瀬川,宮崎北部,第２日之影
1277,宮崎県,五ヶ瀬川,宮崎北部,高千穂
1278,宮崎県,耳川,宮崎北部,-
1279,宮崎県,耳川,宮崎北部,上椎葉
1280,宮崎県,耳川,宮崎北部,尾前
1281,宮崎県,耳川,宮崎北部,延岡
1282,宮崎県,耳川,宮崎北部,東郷
1283,宮崎県,耳川,宮崎北部,第１日之影
1284,宮崎県,一ツ瀬川,西都児湯,-
1285,宮崎県,一ツ瀬川,西都児湯,三財
1286,宮崎県,一ツ瀬川,西都児湯,九流水
1287,宮崎県,一ツ瀬川,西都児湯,川南
1288,宮崎県,一ツ瀬川,西都児湯,木城
1289,宮崎県,一ツ瀬川,西都児湯,札之元
1290,宮崎県,一ツ瀬川,西都児湯,矢櫃
1291,宮崎県,一ツ瀬川,西都児湯,石河内
1292,宮崎県,一ツ瀬川,西都児湯,穂北
1293,宮崎県,一ツ瀬川,西都児湯,都農
1294,宮崎県,一ツ瀬川,西都児湯,鵜懐
1295,宮崎県,大淀川,宮崎,-
1296,宮崎県,大淀川,宮崎,内山
1297,宮崎県,大淀川,宮崎,内海
1298,宮崎県,大淀川,宮崎,原
1299,宮崎県,大淀川,宮崎,夏木
1300,宮崎県,大淀川,宮崎,奈佐木
1301,宮崎県,大淀川,宮崎,宮崎
1302,宮崎県,大淀川,宮崎,屋敷
1303,宮崎県,大淀川,宮崎,法ｹ岳
1304,宮崎県,大淀川,宮崎,田代ケ八重
1305,宮崎県,大淀川,宮崎,田野
1306,宮崎県,大淀川,宮崎,竹野
1307,宮崎県,大淀川,宮崎,紙屋
1308,宮崎県,大淀川,宮崎,綾
1309,宮崎県,大淀川,宮崎,野尻
1310,宮崎県,大淀川,宮崎,高岡
1311,宮崎県,大淀川,都城支,えびの
1312,宮崎県,大淀川,都城支,三股
1313,宮崎県,大淀川,都城支,中郷
1314,宮崎県,大淀川,都城支,北小林
1315,宮崎県,大淀川,都城支,四家
1316,宮崎県,大淀川,都城支,山之口
1317,宮崎県,大淀川,都城支,山田
1318,宮崎県,大淀川,都城支,白鳥
1319,宮崎県,大淀川,都城支,真幸
1320,宮崎県,大淀川,都城支,西小林
1321,宮崎県,大淀川,都城支,西岳
1322,宮崎県,大淀川,都城支,青井岳
1323,宮崎県,大淀川,都城支,飯野
1324,宮崎県,大淀川,都城支,高原
1325,宮崎県,大淀川,都城支,高城
1326,宮崎県,大淀川,都城支,高崎
1327,宮崎県,広渡川,宮崎南部,-
1328,宮崎県,広渡川,宮崎南部,串間
1329,宮崎県,広渡川,宮崎南部,伊比井
1330,宮崎県,広渡川,宮崎南部,大束
1331,宮崎県,広渡川,宮崎南部,新村
1332,宮崎県,広渡川,宮崎南部,本城
1333,宮崎県,広渡川,宮崎南部,板谷
1334,宮崎県,広渡川,宮崎南部,田代
1335,宮崎県,広渡川,宮崎南部,郷之原
1336,宮崎県,広渡川,宮崎南部,酒谷
1337,宮崎県,広渡川,宮崎南部,黒荷田
1338,鹿児島県,北薩,北薩,-
1339,鹿児島県,北薩,北薩,入来
1340,鹿児島県,北薩,北薩,出水
1341,鹿児島県,北薩,北薩,前目
1342,鹿児島県,北薩,北薩,大口
1343,鹿児島県,北薩,北薩,大川内
1344,鹿児島県,北薩,北薩,宮之城
1345,鹿児島県,北薩,北薩,山野
1346,鹿児島県,北薩,北薩,川内
1347,鹿児島県,北薩,北薩,本城
1348,鹿児島県,北薩,北薩,米ノ津
1349,鹿児島県,北薩,北薩,羽月
1350,鹿児島県,北薩,北薩,荒平
1351,鹿児島県,北薩,北薩,阿久根
1352,鹿児島県,北薩,北薩,黒木
1353,鹿児島県,姶良,鹿児島,-
1354,鹿児島県,姶良,鹿児島,栗野
1355,鹿児島県,姶良,鹿児島,溝辺
1356,鹿児島県,姶良,鹿児島,牧園
1357,鹿児島県,姶良,鹿児島,霧島
1358,鹿児島県,南薩,鹿児島,吹上
1359,鹿児島県,南薩,鹿児島,知覧
1360,鹿児島県,南薩,鹿児島,谷山
1361,鹿児島県,南薩,鹿児島,郡山
1362,鹿児島県,大隅,大隅,-
1363,鹿児島県,大隅,大隅,内之浦
1364,鹿児島県,大隅,大隅,南方
1365,鹿児島県,大隅,大隅,吾平
1366,鹿児島県,大隅,大隅,垂水
1367,鹿児島県,大隅,大隅,大川原
1368,鹿児島県,大隅,大隅,大根占
1369,鹿児島県,大隅,大隅,岸良
1370,鹿児島県,大隅,大隅,川上
1371,鹿児島県,大隅,大隅,志布志
1372,鹿児島県,大隅,大隅,末吉
1373,鹿児島県,大隅,大隅,根占
1374,鹿児島県,大隅,大隅,田代
1375,鹿児島県,大隅,大隅,財部
1376,鹿児島県,大隅,大隅,辺塚
1377,鹿児島県,大隅,大隅,高山
1378,鹿児島県,大隅,大隅,鹿屋
1379,鹿児島県,熊毛,屋久島,-
1380,鹿児島県,熊毛,屋久島,一湊
1381,鹿児島県,熊毛,屋久島,南種子
1382,鹿児島県,熊毛,屋久島,宮之浦
1383,鹿児島県,熊毛,屋久島,小瀬田
1384,鹿児島県,熊毛,屋久島,春牧
1385,鹿児島県,熊毛,屋久島,栗生
1386,鹿児島県,熊毛,屋久島,船行
1387,鹿児島県,熊毛,屋久島,西之表
1388,鹿児島県,奄美大島,鹿児島,名瀬
1389,鹿児島県,奄美大島,鹿児島,天城
1390,鹿児島県,奄美大島,鹿児島,宇検
1391,鹿児島県,奄美大島,鹿児島,徳之島
1392,沖縄県,沖縄北部,沖縄,安波
1393,沖縄県,沖縄北部,沖縄,高江
1394,沖縄県,沖縄中南部,沖縄,高江
1395,沖縄県,宮古八重山,沖縄,大原
1396,沖縄県,宮古八重山,沖縄,租納
